fid,erosion_score_pred
1383,0.6064234641346871
1384,0.6164254226382101
1385,0.6346439675644274
1386,0.6474233356162213
1387,0.664576564907046
1388,0.6158380931227455
1389,0.6221002766623378
1390,0.7069009561675507
1391,0.6950848320382971
1392,0.6667729302271402
1393,0.664209105114489
1394,0.5957377448280088
1395,0.6000065182511602
1396,0.63161615362596
1397,0.6866568694998055
1398,0.6845591281386036
1399,0.6340420710310698
1400,0.604063317805354
1401,0.6992589292739851
1402,0.7007554643111363
1404,0.7025517832643748
1405,0.700901866882725
1408,0.7063019688746341
1410,0.698175505945394
1411,0.6455547642747519
1412,0.6205616889629003
1413,0.6782581329404813
1419,0.7116939775370215
1435,0.6845593030759962
1436,0.6655208053190175
1437,0.6615038507464892
1438,0.7007610462387595
1439,0.6280965916306899
1440,0.6017850656104143
1441,0.630416055936507
1442,0.6290164905814234
1443,0.656525321762363
1444,0.6416026463554662
1445,0.6385768498865194
1446,0.6268256102437338
1447,0.5711969141278674
1448,0.6385077520315083
1449,0.6580476220234667
1450,0.6610382649179617
1451,0.6417393387237391
1452,0.654438900253691
1453,0.6723374499696048
1454,0.6379176103010323
1455,0.6210849222725146
1456,0.6401916169004783
1457,0.6505141373445065
1458,0.6597460259218715
1459,0.6795614378869149
1460,0.6065360087493379
1461,0.5740725071117788
1462,0.48201179069177574
1463,0.44613235078732855
1464,0.5596776004328629
1465,0.6665174268052697
1466,0.6622346481180752
1467,0.6391364239144144
1468,0.6095351017832126
1469,0.6338362020881555
1470,0.6755869630946768
1471,0.6941539649912061
1472,0.6747240438742388
1473,0.6939722990462452
1474,0.7008118387393272
1476,0.6674602455398254
1477,0.7163975071243244
1479,0.6620839957286562
1480,0.6031815905482056
1481,0.6641052420054397
1486,0.716617729033165
1487,0.7157179135396942
1489,0.7169660211935306
1503,0.6553052694777973
1504,0.6565899466517371
1505,0.6493753119071645
1506,0.6747320686041036
1507,0.6560019166671802
1508,0.5894903255680397
1509,0.6269236578971926
1510,0.6399382231138284
1511,0.6607855265965771
1512,0.648021662049408
1513,0.6067822018210779
1514,0.5677116911096735
1515,0.5204121300065482
1516,0.5892610963436054
1517,0.6547149123928518
1518,0.6576104525960446
1519,0.6270597362426009
1520,0.6620941111075606
1521,0.6646299869842356
1522,0.6496750037002087
1523,0.6281154515828469
1524,0.6685135566691028
1525,0.677971275403573
1526,0.6460231840838371
1527,0.640793543803978
1528,0.6002158809542749
1529,0.5691244574154595
1530,0.482217482168778
1531,0.44386496956804306
1532,0.5499064670526356
1533,0.6770166180980678
1534,0.6826243051792301
1535,0.5936597382759203
1536,0.590905091820353
1537,0.6682331808493849
1538,0.7099252461110136
1540,0.6992720798289127
1541,0.7021549747761677
1542,0.6950856834474125
1543,0.6675622788725953
1544,0.6429225588875959
1545,0.70385993985958
1546,0.7131598889881549
1547,0.6592422039440312
1548,0.6078063446932622
1549,0.6747297530390878
1553,0.7094877136358265
1555,0.7020007860875955
1556,0.6742731446312558
1557,0.682570872430576
1558,0.7114957032334939
1571,0.6503217105063848
1572,0.6700885380288107
1573,0.6679451967030423
1574,0.6792275119523801
1575,0.6967876880783601
1576,0.6557985053123462
1577,0.6757456915124181
1578,0.657139752412815
1579,0.6973807065098245
1580,0.6632902302972011
1581,0.6424271016706986
1582,0.6039615852129181
1583,0.57094343642322
1584,0.6100426023036256
1585,0.6565797331820737
1586,0.6361604931764198
1587,0.5459673425068788
1588,0.646608565050132
1589,0.6500252876903171
1590,0.6332498780616129
1591,0.63500273613499
1592,0.6475151413224443
1593,0.6540081105704678
1594,0.6443707896392674
1595,0.6620144237101452
1596,0.6637453377627245
1597,0.616524120718701
1598,0.5636354439378845
1599,0.510953439578272
1600,0.5905989047479723
1601,0.6647764654304402
1602,0.6754833145250129
1603,0.6512032577259623
1604,0.6629865305826121
1605,0.6982588664736488
1609,0.6908052715390051
1610,0.6340237047306119
1611,0.6072683997879862
1612,0.6216480434199251
1613,0.6788181209559153
1614,0.6754835836995909
1615,0.6071672458721394
1616,0.5638252564671842
1617,0.6911668716387841
1620,0.695296702255471
1621,0.5879985650035316
1622,0.6766774920396507
1623,0.625780179939289
1624,0.6437093524181721
1625,0.6779893402914806
1640,0.6969786960687556
1641,0.7016461495645125
1642,0.7156880970907736
1643,0.7116494351604581
1644,0.6682534677192642
1645,0.6714462619899509
1646,0.6281617640472253
1647,0.7169291565698993
1648,0.680489103686477
1649,0.6687352452399334
1650,0.6608471410215458
1651,0.6717265373955915
1652,0.6735853737748299
1653,0.6797384957682104
1654,0.6728092675898054
1655,0.6363110216846867
1656,0.6791425283305814
1657,0.6772822165020298
1658,0.6614799057655187
1659,0.6628139167878696
1660,0.6544346585738983
1661,0.6062053467128107
1662,0.5101963042810168
1663,0.5617412096089811
1664,0.6253081596122321
1665,0.641807842657112
1666,0.6203118029540725
1667,0.6290392288278157
1668,0.6149286688656908
1669,0.6253422489568792
1670,0.6601392790724081
1671,0.6438708901806862
1672,0.66307760811048
1673,0.688711107319745
1674,0.708643731195501
1675,0.6911674137350234
1676,0.7133511386496275
1677,0.6466275306129413
1678,0.5892905186592167
1679,0.6331763624263567
1680,0.616577787400555
1681,0.6782292765454758
1683,0.669783359907664
1684,0.6264804289228824
1685,0.6999057865889525
1688,0.6089105803103737
1689,0.6148749265655252
1690,0.630173482299196
1691,0.624386889123197
1692,0.6790867550123653
1693,0.6571792766607488
1708,0.7038444513208103
1709,0.6973924463142833
1711,0.6922243419645263
1712,0.628072194413958
1713,0.6581532041573395
1714,0.5886495086336216
1715,0.6534181539631722
1716,0.6282555240962312
1717,0.6472040339324071
1718,0.6389378976477477
1719,0.64199898308299
1720,0.6455776416590981
1721,0.6622760202920368
1722,0.6652708902954856
1723,0.6701392967537985
1724,0.6722286593443119
1725,0.6556460759083016
1726,0.6520390619945603
1727,0.6496240560555367
1728,0.6587117139902797
1729,0.6451036921976875
1730,0.5638098879761727
1731,0.609631497956702
1732,0.6601786427525658
1733,0.6708766815278391
1734,0.6712221088646172
1735,0.6370327508633458
1736,0.6171937748911398
1737,0.6543490168728372
1738,0.656476327019993
1739,0.6374383872051897
1740,0.663324651436784
1741,0.6954109362946636
1742,0.7001600271345597
1743,0.6624430236485858
1744,0.6573267192697785
1745,0.6559965595389377
1746,0.647704077242014
1747,0.6674270330427814
1748,0.5916642299961296
1749,0.6690863739650129
1751,0.7038430917196256
1752,0.6584773943487461
1753,0.7097264936475853
1754,0.7114004654157011
1755,0.6721548210270831
1756,0.6064907304762857
1757,0.6228506399248216
1758,0.5183162882822036
1759,0.5076800413199539
1760,0.5754977524324841
1761,0.6544724242220054
1776,0.7095632227896147
1777,0.7091338580353059
1778,0.7023635156843295
1779,0.6940740406401805
1780,0.6798843987134513
1781,0.7001836439788358
1782,0.6669264435390427
1783,0.6531643562394172
1784,0.6374647119176239
1785,0.6405072965115056
1786,0.6436525031214493
1787,0.652961232506991
1788,0.6638138566096161
1789,0.6656943281350441
1790,0.6629883093137625
1791,0.6571713891137055
1792,0.6424382715668894
1793,0.6540051959939605
1794,0.6316525656936726
1795,0.6116569190085527
1796,0.6315267776715596
1797,0.6317534464608741
1798,0.6293096957919679
1799,0.6807765594339942
1800,0.6861227856344048
1801,0.6668193897635041
1802,0.6542415357532864
1803,0.6047732958735343
1804,0.6049348033849437
1805,0.6580568641682001
1806,0.6526733133495184
1807,0.6460061429952441
1808,0.678230811375845
1809,0.7069708275313262
1810,0.6712711955221082
1811,0.6543558151111616
1812,0.6573122888894349
1813,0.647422898200925
1814,0.630463718219854
1815,0.6505165586449353
1816,0.5681315923006913
1817,0.6065459280108569
1820,0.6989506885922426
1821,0.7053938406899594
1822,0.7081206653969933
1823,0.6695447937843322
1824,0.6374620617045986
1825,0.5506736033799187
1826,0.5464300821930815
1827,0.6412246319504603
1828,0.6389562840106608
1829,0.6987206200005799
1843,0.6628079246183176
1844,0.6956387759497351
1845,0.6668853939250047
1846,0.6785648336765019
1847,0.6855137765890071
1848,0.6466834964439278
1849,0.6509367799661657
1850,0.644666967595027
1851,0.6737765724206379
1852,0.6665473145549489
1853,0.637770339204538
1854,0.6330729714649183
1855,0.6501017597793926
1856,0.6345541046799184
1857,0.6399156734672761
1858,0.6699965011741471
1859,0.6695504867480476
1860,0.6777511927111471
1861,0.6496547013600332
1862,0.6475173380634197
1863,0.6215427989656824
1864,0.6186209243615172
1865,0.646467003730269
1866,0.6806795908800908
1867,0.6858473678724978
1868,0.6770174061303798
1869,0.6443174239098328
1870,0.6180163717368666
1871,0.6434609764015679
1872,0.6589619259309358
1873,0.6351963632571337
1874,0.6427343328819197
1875,0.6759323231278861
1876,0.6744521568400642
1877,0.6796775235717735
1878,0.6730965406356552
1879,0.6894627167764384
1880,0.671021287176419
1881,0.673126469908281
1882,0.6933721655952398
1883,0.675762337308885
1884,0.6270475754565963
1885,0.6730758049946632
1887,0.704051785944786
1888,0.6772168502400816
1889,0.6222191538202199
1890,0.6348750294420378
1891,0.6337291054817419
1892,0.6279939620510304
1893,0.5638395722556837
1894,0.5437993787299005
1895,0.6389615462587686
1896,0.6358538533548393
1912,0.7010588340993384
1913,0.6808499533332716
1914,0.6706398048108969
1915,0.6544408968359788
1916,0.7024185965842732
1918,0.7059219347604216
1919,0.6937475648112476
1920,0.665394763553928
1921,0.6564007352698051
1922,0.693123955371251
1923,0.716356858273306
1924,0.7050378951063461
1925,0.6927826035424011
1926,0.6740833368502431
1927,0.6633540497398479
1928,0.6732862186058532
1929,0.6405850990547713
1930,0.686277174710076
1931,0.6797367550595973
1932,0.6361510374553422
1933,0.6688617529081532
1934,0.69512157033034
1935,0.6339881918364263
1936,0.6348341891022478
1937,0.6552692688296954
1938,0.6507548850790009
1939,0.6627003616832028
1940,0.6728136874504373
1941,0.6878546190716374
1942,0.6573507005701257
1943,0.6646420783684436
1944,0.6454833762105227
1945,0.6715306481494617
1946,0.6427401910338101
1947,0.6850539948765845
1948,0.678573332323292
1949,0.6527792359853601
1950,0.6301465673395096
1951,0.68319208505824
1952,0.68737194703308
1953,0.698797175474892
1956,0.6927968811590424
1957,0.6260670309937992
1958,0.6113265661138448
1959,0.5749437185386437
1960,0.5766381479510236
1961,0.5862588087891328
1962,0.5228153191533915
1963,0.5622344043563061
1964,0.6570816506556473
1980,0.695114233747665
1981,0.6724232290907429
1982,0.662407640248973
1983,0.6704784228919274
1984,0.687966391357627
1985,0.7149280634232134
1987,0.7070568228687475
1988,0.7150858168107219
1989,0.6901809546906325
1990,0.6937403824486833
1991,0.7080506930748398
1992,0.7120657024069899
1993,0.6923823998204994
1994,0.6474197093403588
1995,0.6809692953240039
1996,0.7086967071172486
1997,0.6989284704027351
1998,0.7104277469200285
1999,0.7060456918544475
2001,0.7076707734184534
2002,0.7027027752624956
2003,0.666580058414121
2004,0.5835593069265318
2005,0.5939300457941464
2006,0.6527550446923739
2007,0.6401920134249672
2008,0.6531598572120878
2009,0.6759086765015841
2010,0.6790842860140492
2011,0.6909951955131794
2012,0.6692391121864448
2013,0.6331661607419914
2014,0.5961116954324882
2015,0.6960628758826859
2016,0.6963472470961903
2017,0.6600155142394513
2018,0.5906842050720054
2019,0.6416250123649426
2020,0.6640231304902664
2024,0.6526784898176179
2025,0.6877611984173969
2026,0.6348116904110229
2027,0.5597357817147885
2028,0.7105999307530158
2029,0.6487963896774835
2030,0.6317924307445167
2031,0.626538073265247
2032,0.6894751616990499
2033,0.6875294896960993
2048,0.623429537641219
2049,0.6442107517889213
2050,0.6520114910290836
2051,0.6525946361514385
2052,0.6624057484515519
2053,0.6913432822640448
2054,0.7036789074142759
2055,0.7131074552206174
2056,0.699138395023073
2057,0.68553590405997
2058,0.6868058114758822
2059,0.6983715320452722
2060,0.6996591345885094
2061,0.6818629732432413
2062,0.6624270489997703
2063,0.6830164020251288
2064,0.7047949436952681
2065,0.6901314663670599
2066,0.6862219642850825
2067,0.6843069188753095
2068,0.7148504740320047
2069,0.6970744564019953
2070,0.6868913945186923
2071,0.6641466866446413
2072,0.5754232928619177
2073,0.6055573814594662
2074,0.6345126571007158
2075,0.610498625182604
2076,0.6453772507045448
2077,0.6765117004807956
2078,0.6870563778973192
2079,0.6751832904863491
2080,0.6378193595880701
2081,0.573930942384536
2082,0.6253851919316293
2083,0.6687193966580512
2084,0.6220367297696363
2085,0.6207688544955204
2086,0.6139308124349179
2087,0.6554079714025802
2088,0.6815763652684717
2091,0.7082981850845029
2092,0.6294304805042524
2093,0.6879708549114065
2094,0.6043011965450085
2095,0.5546509060494086
2096,0.6060200897898191
2097,0.6003003312593432
2098,0.6517769376079203
2099,0.6529021705136728
2100,0.6389438037160865
2115,0.699860021455835
2116,0.6891506599797417
